"respondent","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","attitude_Kopacz","hh_finances","future_finances","politics_interest","religious_participation","DATE","weight","married","ed_level","urban_rural","policies_improve_economic","know_FXborrower","province","past.turnout","employed","treat","income.quint","age","currentFXloan","pastFXloan","LeftRight","female","retired","in.labor.force","PiS2011","POPSL2011","vote.intent.rev","gi","ps","turnout.intent.ord","immigration.summary","antimigrant.summary"
"5970",269,4,4,NA,3,3,4,NA,2,2,2,3,2,2015-10-08,1.14162854913715,1,3,2,NA,0,"Malopolskie",0,1,"history",1,51,0,0,-1,0,0,0,0,0,"NoVote","none","none",0,NA,NA
"5971",272,8,5,2,3,3,NA,3,2.5,3,3,3,2,2015-10-09,0.670281558154555,0,2,1,3,0,"Slaskie",1,1,"Hungary",3,55,0,0,NA,1,0,0,1,0,"PiS","none","some",2,NA,NA
"5972",280,5,2,1,2,3,2,2,3,4,4,2,1,2015-10-09,0.927838525340404,1,2,1,3,0,"Malopolskie",1,2,"info",1,38,0,0,3,0,0,1,1,0,"other","none","none",2,NA,NA
"5973",281,3,2,2,3,4,2,3,2.5,4,4,3,2,2015-10-09,0.730033956014689,1,2,1,3,1,"Malopolskie",1,2,"Hungary",3,59,0,0,3,0,0,0,0,1,"DK","big","50/50",1,NA,NA
"5974",282,2,2,1,NA,3,NA,3,2.5,3,3,3,2,2015-10-09,0.821258591452106,0,1,1,NA,0,"Malopolskie",1,1,"Hungary",1,80,0,0,3,1,1,0,NA,NA,"PiS","some","50/50",2,NA,NA
"5975",283,4,4,1,3,2,2,2,4,2,3,2,2,2015-10-09,1.28098998610585,1,2,1,3,1,"Malopolskie",NA,2,"cntrl",3,50,0,0,3,0,0,1,NA,NA,"PiS","DK","DK",2,NA,NA
"5976",284,1,1,2,4,4,4,5,2,5,3,5,5,2015-10-09,1.25239872457336,0,1,2,4,0,"Warminsko-mazurskie",0,1,"info",5,80,0,0,3,0,1,0,0,0,"NoVote","big","DK",0,NA,NA
"5977",285,2,2,2,3,4,4,5,2,3,2,5,3,2015-10-09,1.25239872457336,1,1,2,2,0,"Warminsko-mazurskie",0,1,"history",4,66,0,0,-3,0,1,0,0,0,"NoVote","none","90/10",0,NA,NA
"5978",286,2,2,1,NA,3,4,4,2,3,3,3,1,2015-10-09,0.859424968374014,1,2,2,2,0,"Warminsko-mazurskie",1,1,"history",3,77,0,0,3,0,1,0,0,1,"NoVote","none","none",0,NA,NA
"5979",291,2,2,1,4,4,4,4,3,3,3,3,4,2015-10-09,0.510171362412959,0,2,2,3,0,"Opolskie",1,1,"Hungary",NA,62,0,0,NA,1,1,0,0,1,"PO/PSL","big","50/50",2,NA,NA
"5980",294,3,2,1,4,5,4,4,3,4,4,3,1,2015-10-09,0.699542308652016,1,2,1,3,1,"Opolskie",1,2,"Hungary",5,30,0,0,NA,1,0,1,NA,NA,"NoVote","big","90/10",0,NA,NA
"5981",297,5,4,2,NA,4,NA,NA,4,1,3,2,2,2015-10-09,0.779546584257265,1,2,1,4,0,"Opolskie",1,1,"history",2,49,0,0,3,0,0,0,1,0,"PiS","none","none",2,NA,NA
"5982",299,4,4,2,4,4,4,4,2,2,2,3,2,2015-10-09,0.573297840428364,0,2,1,3,0,"Opolskie",1,2,"info",2,51,0,0,NA,0,0,1,0,0,"other","none","none",2,NA,NA
"5983",305,5,4,2,3,3,2,3,3,4,3,3,2,2015-10-09,1.33827983744265,1,2,2,3,0,"Lubelskie",0,2,"Hungary",NA,44,0,0,0,0,0,1,0,0,"PO/PSL","some","50/50",2,NA,NA
"5984",307,2,2,2,2,2,4,2,1,3,4,2,5,2015-10-09,1.11370308970091,0,4,3,1,0,"Podkarpackie",0,1,"Hungary",3,37,0,0,0,0,0,0,0,0,"NoVote","some","50/50",0,NA,NA
"5985",310,3,3,1,4,2,4,4,2,4,3,2,5,2015-10-09,0.804607399290318,1,4,2,2,1,"Mazowieckie",1,2,"history",5,63,0,0,-1,1,0,1,0,1,"PO/PSL","none","some",2,NA,NA
"5986",311,1,1,NA,3,3,3,3,2,3,2,3,2,2015-10-09,0.913003561962992,0,2,2,3,1,"Mazowieckie",1,1,"cntrl",4,69,0,0,-1,1,1,0,0,1,"PO/PSL","big","90/10",2,NA,NA
"5987",312,2,2,2,4,3,4,4,2.5,3,2,3,2,2015-10-09,1.7506117565931,1,1,1,3,0,"Dolnoslaskie",1,1,"info",2,71,0,0,0,1,1,0,0,1,"DK","DK","DK",1,NA,NA
"5988",313,4,4,2,3,3,4,4,2.5,3,3,3,2,2015-10-09,1.34902310384198,1,2,1,3,0,"Dolnoslaskie",1,1,"history",2,56,0,0,-2,1,0,0,0,1,"DK","DK","none",1,NA,NA
"5989",314,7,1,2,3,3,3,3,3,3,3,3,2,2015-10-09,1.4213813929318,0,2,1,3,0,"Mazowieckie",0,1,"Hungary",1,40,0,0,NA,1,0,0,0,0,"NoVote","none","some",0,NA,NA
"5990",316,3,3,1,2,3,3,2,2,4,4,4,2,2015-10-09,1.06225538242195,0,3,1,2,0,"Mazowieckie",0,1,"cntrl",NA,19,0,0,NA,1,0,1,0,0,"PiS","some","some",2,NA,NA
"5991",317,4,4,1,3,3,2,2,3,4,3,3,2,2015-10-09,1.11853370745945,1,2,1,NA,0,"Mazowieckie",NA,2,"info",1,42,0,0,0,1,0,1,NA,NA,"PiS","some","some",2,NA,NA
"5992",318,5,5,2,3,NA,3,3,2.5,4,3,5,3,2015-10-09,0.83592514794246,0,2,1,4,0,"Mazowieckie",0,2,"history",NA,21,0,0,NA,1,0,1,0,0,"NoVote","none","none",0,NA,NA
"5993",321,6,5,2,4,5,4,5,4,3,3,3,2,2015-10-09,2.42654216956415,1,1,1,4,0,"Dolnoslaskie",0,1,"Hungary",1,58,0,0,0,0,0,0,0,0,"NoVote","big","90/10",0,NA,NA
"5994",324,3,3,1,2,2,NA,NA,2,4,3,4,3,2015-10-09,2.48082299333913,1,2,1,2,0,"Dolnoslaskie",0,2,"Hungary",NA,30,0,0,0,0,0,1,0,0,"PO/PSL","none","none",2,NA,NA
"5995",327,4,3,2,NA,4,3,2,2.5,3,4,5,3,2015-10-09,1.9576451503724,0,1,1,3,0,"Malopolskie",0,2,"info",1,43,0,0,NA,0,0,1,0,0,"DK","none","none",1,NA,NA
"5996",329,2,2,1,2,3,2,2,3,2,3,3,3,2015-10-09,0.677188680811459,1,2,1,3,0,"Malopolskie",1,1,"cntrl",3,63,0,0,2,1,1,0,1,0,"PiS","some","DK",2,NA,NA
"5997",330,2,2,2,NA,3,4,3,2.5,2,3,5,2,2015-10-09,0.601114393980743,0,3,1,3,0,"Malopolskie",0,2,"info",2,21,0,0,NA,1,0,1,0,0,"other","DK","DK",2,NA,NA
"5998",332,7,6,2,3,4,4,4,NA,2,3,4,2,2015-10-09,0.947356663108112,1,1,1,3,0,"Malopolskie",1,1,"Hungary",3,67,0,0,NA,0,1,0,1,0,"PiS","none","none",2,NA,NA
"5999",334,2,2,1,4,3,3,3,1,3,3,3,3,2015-10-09,0.518217307347237,0,3,1,2,1,"Pomorskie",1,2,"cntrl",5,58,0,0,-1,1,0,1,0,1,"PO/PSL","big","50/50",2,NA,NA
"6000",335,5,4,1,2,NA,2,NA,2,5,3,5,3,2015-10-09,1.19520891685369,0,2,1,2,0,"Wielkopolskie",0,1,"info",2,42,0,0,NA,0,0,0,0,0,"DK","DK","DK",1,NA,NA
"6001",336,3,3,2,NA,4,2,3,2,5,3,3,3,2015-10-09,1.00035515364594,1,1,1,NA,0,"Wielkopolskie",0,1,"cntrl",1,64,0,0,-2,1,0,0,0,0,"DK","some","90/10",1,NA,NA
"6002",339,5,3,NA,3,3,3,3,2.5,3,3,3,3,2015-10-09,0.781837568459839,1,3,2,NA,0,"Kujawsko-pomorskie",0,1,"Hungary",NA,38,0,0,0,1,0,1,0,0,"DK","some","50/50",1,NA,NA
"6003",340,1,1,2,NA,4,NA,2,4,3,4,2,5,2015-10-09,0.983331642628206,0,4,2,4,0,"Kujawsko-pomorskie",1,1,"history",NA,27,0,0,2,0,0,1,0,1,"other","big","90/10",2,NA,NA
"6004",341,4,4,NA,3,3,NA,NA,2,4,3,4,4,2015-10-09,0.969197418301602,1,2,2,3,0,"Wielkopolskie",0,2,"history",5,54,0,0,NA,1,0,1,0,0,"DK","some","some",1,NA,NA
"6005",342,3,3,NA,3,3,2,3,2.5,2,3,3,2,2015-10-09,0.665536812552906,1,2,2,3,0,"Wielkopolskie",1,1,"cntrl",NA,72,0,0,3,1,1,0,1,0,"PiS","none","none",2,NA,NA
"6006",343,1,1,2,NA,NA,NA,NA,NA,2,3,4,2,2015-10-09,0.909984839500705,0,1,2,NA,NA,"Lódzkie",NA,1,"Hungary",3,78,0,0,NA,1,0,0,NA,NA,"NoVote","DK","DK",0,NA,NA
"6007",344,2,2,2,4,3,3,3,3,3,2,2,3,2015-10-09,0.627395736847683,1,4,2,3,0,"Lódzkie",1,1,"Hungary",3,84,0,0,0,0,1,0,0,0,"PO/PSL","some","50/50",2,NA,NA
"6008",345,4,4,2,2,3,2,2,3,4,4,2,2,2015-10-09,0.909945081553434,0,4,2,3,0,"Lódzkie",1,1,"history",3,23,0,0,3,0,0,1,1,0,"PiS","none","none",2,NA,NA
"6009",355,2,2,1,3,NA,3,3,2.5,5,3,5,NA,2015-10-09,0.765604813690014,1,2,3,NA,0,"Pomorskie",0,1,"Hungary",NA,72,0,1,2,0,1,0,0,0,"NoVote","none","none",0,NA,NA
"6010",356,2,2,1,3,3,3,3,2,3,3,2,4,2015-10-09,0.561502625589313,1,4,3,2,1,"Pomorskie",1,2,"cntrl",5,65,0,0,-1,0,0,1,0,1,"DK","none","none",2,NA,NA
"6011",357,2,2,2,5,5,5,5,4,1,3,5,2,2015-10-09,0.653744499939362,1,2,1,4,0,"Podkarpackie",1,1,"history",1,58,0,0,NA,0,1,0,NA,NA,"NoVote","big","90/10",0,NA,NA
"6012",358,1,1,NA,NA,3,2,1,4,1,4,3,4,2015-10-09,0.457707997323899,0,2,1,4,0,"Podkarpackie",1,1,"history",1,57,0,0,-2,0,0,1,0,0,"PiS","DK","DK",2,NA,NA
"6013",359,7,5,2,3,3,3,3,2.5,3,3,4,2,2015-10-09,0.471639364753956,0,3,1,3,0,"Podkarpackie",1,1,"cntrl",3,78,0,0,1,1,1,0,NA,NA,"PiS","some","90/10",2,NA,NA
"6014",361,4,2,2,3,3,1,3,4,3,3,2,2,2015-10-09,0.792289317017919,1,2,1,4,1,"Podkarpackie",1,2,"info",3,45,0,0,3,0,0,1,1,0,"PiS","big","90/10",2,NA,NA
"6015",363,1,1,2,3,4,3,3,4,3,3,4,4,2015-10-09,1.11219771864794,0,2,3,4,0,"Slaskie",0,2,"info",5,43,0,0,NA,0,0,1,0,0,"DK","DK","DK",1,NA,NA
"6016",366,4,4,1,2,2,2,3,3,3,3,3,2,2015-10-09,0.680615333283437,1,3,2,2,0,"Slaskie",1,1,"history",3,59,0,0,0,1,1,0,0,1,"PO/PSL","none","none",2,NA,NA
"6017",367,4,2,2,NA,3,3,3,2.5,3,4,4,4,2015-10-09,1.88580482069305,1,1,3,NA,0,"Slaskie",0,2,"Hungary",1,31,0,0,NA,1,0,1,0,0,"DK","some","90/10",1,NA,NA
"6018",368,3,2,2,3,3,3,3,2.5,4,3,3,4,2015-10-09,1.01123761856731,1,4,2,3,0,"Slaskie",1,2,"cntrl",NA,34,0,0,2,1,0,1,0,1,"other","none","none",2,NA,NA
"6019",374,5,1,1,2,3,3,3,2,4,3,3,5,2015-10-09,1.24038799312415,0,3,3,2,0,"Mazowieckie",0,1,"info",NA,20,0,0,-1,1,0,1,0,0,"PO/PSL","some","some",2,NA,NA
"6020",379,1,1,NA,NA,NA,NA,NA,2,3,3,3,4,2015-10-09,0.960336394225949,0,1,1,1,0,"Wielkopolskie",NA,1,"cntrl",4,69,0,0,-3,0,1,0,NA,NA,"PO/PSL","DK","DK",2,NA,NA
"6021",380,2,2,2,3,3,5,4,1,2,3,1,2,2015-10-09,0.960336394225949,1,1,1,1,1,"Wielkopolskie",1,1,"cntrl",3,69,0,0,0,0,1,0,0,1,"PO/PSL","none","none",2,NA,NA
"6022",381,3,3,2,4,3,4,3,2.5,3,2,3,4,2015-10-09,1.28269055525026,0,2,2,3,1,"Malopolskie",1,2,"history",4,28,0,0,1,0,0,1,0,1,"PO/PSL","some","50/50",2,NA,NA
"6023",382,2,2,1,4,2,NA,2,2,5,5,4,2,2015-10-09,0.526930248945965,1,3,2,2,0,"Malopolskie",1,2,"info",5,65,0,0,3,0,0,1,0,1,"PO/PSL","none","none",2,NA,NA
"6024",384,3,3,1,3,2,3,3,2,4,4,3,2,2015-10-09,1.0038818218028,1,4,2,2,1,"Malopolskie",1,1,"Hungary",NA,48,0,0,0,1,0,0,0,1,"PO/PSL","some","some",2,NA,NA
"6025",389,4,2,NA,3,4,3,3,3,1,1,3,2,2015-10-09,1.0872089253379,1,4,1,3,0,"Mazowieckie",1,1,"history",1,30,0,0,3,1,0,1,1,0,"PiS","some","90/10",2,NA,NA
"6026",396,2,2,2,3,2,NA,3,2.5,3,3,4,2,2015-10-09,1.03070823389512,0,2,2,2,0,"Malopolskie",1,2,"history",4,46,0,0,2,0,0,1,0,1,"other","none","none",2,NA,NA
"6027",400,7,7,1,3,3,NA,NA,3,3,4,5,4,2015-10-09,1.07586052339763,1,2,1,2,0,"Lubuskie",1,1,"info",2,54,0,0,NA,1,0,0,0,1,"DK","none","some",2,NA,NA
"6028",401,4,2,2,3,4,4,3,3,5,3,3,2,2015-10-09,0.829751017021988,1,2,1,3,0,"Lubuskie",1,2,"cntrl",2,40,0,0,NA,1,0,1,NA,NA,"DK","none","none",2,NA,NA
"6029",402,2,2,1,3,3,NA,3,2.5,3,3,4,2,2015-10-09,0.58137219403465,1,3,1,NA,0,"Lubuskie",NA,1,"cntrl",3,65,0,0,NA,1,1,0,NA,NA,"other","DK","DK",2,NA,NA
"6030",403,4,2,2,4,5,4,4,2.5,1,2,5,4,2015-10-09,2.06058048492219,1,1,1,4,1,"Lubuskie",0,2,"info",2,49,0,0,NA,0,0,1,0,0,"NoVote","none","90/10",0,NA,NA
"6031",405,4,2,2,4,3,4,4,4,3,3,3,2,2015-10-09,1.04364856153397,1,4,3,3,0,"Zachodniopomorskie",0,2,"history",3,38,1,0,1,1,0,1,0,0,"PO/PSL","big","90/10",2,NA,NA
"6032",406,3,3,NA,3,4,2,3,3,4,3,3,2,2015-10-09,0.691454498628761,1,4,3,3,1,"Zachodniopomorskie",1,2,"Hungary",5,55,0,0,3,1,0,1,1,0,"PiS","none","none",2,NA,NA
"6033",410,2,2,1,2,3,4,2,2,3,2,3,2,2015-10-09,0.834935323745871,1,2,3,2,0,"Warminsko-mazurskie",1,1,"history",4,84,0,0,1,0,1,0,0,1,"PO/PSL","big","90/10",2,NA,NA
"6034",411,4,3,NA,3,3,3,3,4,3,1,3,4,2015-10-09,0.896646302855939,1,2,2,2,1,"Kujawsko-pomorskie",NA,2,"Hungary",NA,47,0,0,3,1,0,1,NA,NA,"PiS","DK","none",2,NA,NA
"6035",412,4,3,2,3,3,3,3,2.5,3,3,3,4,2015-10-09,0.63996094267363,0,2,2,3,0,"Kujawsko-pomorskie",1,2,"history",3,65,0,0,0,0,0,1,NA,NA,"PiS","some","90/10",2,NA,NA
"6036",413,3,3,2,3,4,NA,3,3,4,3,3,2,2015-10-09,0.39075719779235,1,2,1,4,0,"Opolskie",1,1,"Hungary",3,68,0,0,0,1,1,0,0,1,"DK","DK","90/10",1,NA,NA
"6037",414,2,2,2,3,NA,2,3,4,5,3,4,2,2015-10-09,0.493615823515109,0,4,1,4,0,"Opolskie",0,1,"Hungary",2,24,0,0,NA,1,0,1,0,0,"other","DK","DK",2,NA,NA
"6038",415,4,4,2,4,4,4,3,3,2,3,4,4,2015-10-09,0.613451910488366,0,2,1,3,0,"Opolskie",0,2,"history",2,52,0,0,-1,0,0,1,0,0,"DK","DK","90/10",1,NA,NA
"6039",416,1,1,2,4,4,2,3,3,3,3,4,4,2015-10-09,0.541632840595762,0,2,1,3,0,"Opolskie",1,1,"cntrl",4,61,0,0,NA,0,0,0,0,0,"PiS","big","90/10",2,NA,NA
"6040",417,5,4,1,3,3,NA,3,2.5,5,3,3,2,2015-10-09,1.7506117565931,0,1,1,1,0,"Dolnoslaskie",0,1,"history",NA,78,0,0,NA,1,1,0,0,0,"DK","big","90/10",1,NA,NA
"6041",419,4,4,1,3,3,NA,NA,2,5,3,5,2,2015-10-09,2.00433761070344,1,4,1,NA,1,"Dolnoslaskie",1,2,"history",3,27,0,0,NA,1,0,1,NA,NA,"DK","some","some",1,NA,NA
"6042",420,2,2,2,2,3,2,NA,4,3,3,4,2,2015-10-09,2.01940500761335,1,1,1,4,0,"Dolnoslaskie",1,1,"Hungary",3,70,0,0,-2,0,1,0,1,0,"PiS","none","none",2,NA,NA
"6043",421,2,2,1,3,2,4,3,2,3,3,3,5,2015-10-09,0.588387371436154,1,4,3,2,0,"Slaskie",1,1,"Hungary",5,80,0,0,-1,1,1,0,0,0,"other","none","some",2,NA,NA
"6044",425,1,1,NA,3,3,3,3,3,3,3,4,4,2015-10-09,0.720554319930334,0,3,3,3,0,"Slaskie",0,2,"Hungary",4,23,0,0,NA,1,0,1,0,0,"DK","none","some",1,NA,NA
"6045",428,5,3,2,4,5,2,2,4,4,5,3,5,2015-10-09,1.64701187824687,0,1,3,4,0,"Slaskie",0,1,"history",2,19,0,0,1,0,0,1,0,0,"other","some","90/10",2,NA,NA
"6046",429,1,1,1,3,2,3,3,2.5,3,3,4,NA,2015-10-09,0.65605975776907,0,4,2,2,1,"Zachodniopomorskie",1,1,"Hungary",NA,66,0,0,NA,1,1,0,0,1,"PO/PSL","none","some",2,NA,NA
"6047",434,2,2,2,3,4,4,NA,2,3,3,4,3,2015-10-08,0.919379516339038,1,2,3,2,0,"Slaskie",0,2,"Hungary",3,49,0,0,NA,1,0,1,0,0,"DK","none","none",1,NA,NA
"6048",435,3,3,1,3,3,4,3,2.5,3,2,3,2,2015-10-09,0.688638199869533,1,2,3,3,1,"Slaskie",1,2,"info",4,58,0,0,0,0,0,1,NA,NA,"DK","some","some",2,NA,NA
"6049",436,5,3,2,3,3,4,3,2,5,3,3,2,2015-10-09,0.923712625522885,1,4,3,2,0,"Slaskie",1,2,"Hungary",5,48,0,0,0,0,0,1,NA,NA,"PO/PSL","none","none",2,NA,NA
"6050",439,4,4,2,3,3,3,3,3,3,3,3,3,2015-10-09,1.02758690304341,0,2,1,3,1,"Lódzkie",1,1,"cntrl",4,40,0,0,0,1,0,0,0,1,"PiS","some","some",2,NA,NA
"6051",440,1,1,1,2,2,2,NA,1,3,3,3,2,2015-10-09,0.610796928470018,0,4,1,1,1,"Lódzkie",1,1,"Hungary",4,67,0,0,0,0,1,0,0,1,"PO/PSL","none","some",2,NA,NA
"6052",441,4,3,2,2,4,3,2,3,3,3,3,2,2015-10-09,1.07773861853044,1,1,1,3,0,"Lódzkie",1,1,"cntrl",1,48,0,0,3,0,0,1,1,0,"PiS","none","some",2,NA,NA
"6053",442,2,2,1,2,3,3,NA,2.5,3,3,4,2,2015-10-09,0.825654065416682,0,1,1,2,0,"Lódzkie",0,1,"info",2,73,0,0,1,1,1,0,0,0,"PO/PSL","none","some",2,NA,NA
"6054",443,5,2,1,2,3,3,3,2,5,3,4,3,2015-10-09,0.75571282623033,1,3,1,2,0,"Lódzkie",1,2,"info",3,36,0,0,3,1,0,1,0,1,"PO/PSL","some","some",2,NA,NA
"6055",444,6,5,NA,NA,3,NA,3,2.5,3,2,3,4,2015-10-09,2.36712973802035,1,2,1,NA,1,"Dolnoslaskie",1,2,"history",NA,47,0,0,NA,1,0,1,NA,NA,"other","some","some",2,NA,NA
"6056",445,2,2,NA,2,3,NA,2,2,3,4,3,2,2015-10-09,1.7506117565931,1,1,1,2,1,"Dolnoslaskie",1,1,"cntrl",NA,80,0,0,1,1,1,0,NA,NA,"PO/PSL","big","50/50",2,NA,NA
"6057",446,1,1,NA,3,3,3,3,2.5,3,3,3,3,2015-10-10,0.895437133158792,0,4,2,3,0,"Lódzkie",1,2,"cntrl",NA,42,0,0,2,0,0,1,1,0,"DK","some","some",1,NA,NA
"6058",448,4,2,NA,2,3,3,2,3,5,4,3,2,2015-10-10,1.09571903796646,1,2,2,3,1,"Wielkopolskie",1,2,"cntrl",3,37,0,0,1,0,0,1,1,0,"PiS","none","none",2,NA,NA
"6059",452,4,4,2,3,4,3,3,2.5,4,4,4,3,2015-10-09,1.53443134862666,0,3,1,2,0,"Swietokrzyskie",NA,2,"Hungary",3,26,0,0,1,0,0,1,NA,NA,"DK","some","some",1,NA,NA
"6060",453,6,5,NA,4,2,4,3,2,3,3,3,3,2015-10-09,1.43491810848849,1,3,1,2,1,"Swietokrzyskie",1,2,"cntrl",NA,41,0,0,-2,1,0,1,0,1,"PO/PSL","none","DK",2,NA,NA
"6061",457,4,4,1,3,3,NA,3,3,5,3,4,5,2015-10-09,1.93416010465821,0,1,3,2,0,"Mazowieckie",0,1,"history",4,19,0,0,0,1,0,1,0,0,"PO/PSL","none","50/50",2,NA,NA
"6062",458,2,2,2,4,2,4,3,2.5,1,3,3,4,2015-10-09,1.25271726355009,0,2,3,NA,1,"Mazowieckie",1,1,"history",1,40,0,0,0,0,0,1,0,1,"other","big","90/10",2,NA,NA
"6063",460,4,2,1,2,2,3,3,2,3,4,3,2,2015-10-09,1.0148906624621,1,2,3,2,1,"Mazowieckie",1,1,"info",2,41,0,0,0,1,0,1,0,1,"PO/PSL","some","some",2,NA,NA
"6064",466,2,2,2,NA,4,NA,NA,3,4,2,2,2,2015-10-10,0.560447469430194,1,4,1,3,0,"Slaskie",0,1,"cntrl",NA,65,0,0,-1,0,1,0,0,0,"PiS","DK","DK",2,NA,NA
"6065",468,4,2,2,3,3,3,3,2.5,5,5,3,2,2015-10-10,0.635437263718171,1,4,2,3,0,"Slaskie",NA,1,"history",4,35,1,0,1,1,0,1,NA,NA,"other","some","90/10",2,NA,NA
"6066",474,2,2,NA,3,3,3,3,2,5,3,3,2,2015-10-10,0.680615333283437,1,2,2,2,0,"Slaskie",NA,1,"Hungary",NA,59,0,0,NA,1,0,0,NA,NA,"DK","some","some",2,NA,NA
"6067",476,2,2,2,3,5,3,3,2.5,3,3,5,5,2015-10-10,0.785118691859937,0,2,2,3,0,"Slaskie",0,1,"info",4,56,0,0,NA,0,1,0,0,0,"NoVote","none","none",0,NA,NA
"6068",477,2,2,2,4,4,3,4,4,2,3,3,2,2015-10-10,0.680615333283437,0,2,2,4,0,"Slaskie",NA,1,"info",1,55,0,0,2,1,0,0,NA,NA,"DK","none","none",1,NA,NA
"6069",478,2,2,1,1,5,1,2,4,1,4,1,4,2015-10-10,0.936381612908666,1,2,3,4,0,"Slaskie",0,1,"info",NA,59,0,0,3,0,1,0,0,0,"PiS","none","none",2,NA,NA
"6070",480,3,3,2,3,5,3,4,4,2,2,3,2,2015-10-10,0.631327427494556,0,2,3,3,0,"Slaskie",1,1,"info",NA,74,0,0,NA,1,1,0,0,0,"DK","none","none",1,NA,NA
"6071",481,2,2,2,3,4,NA,NA,3,4,3,4,3,2015-10-10,0.59697689378095,1,2,3,3,1,"Slaskie",1,2,"history",NA,55,0,0,NA,1,0,1,0,1,"PiS","none","none",2,NA,NA
"6072",483,3,2,NA,2,3,NA,2,2,4,2,3,3,2015-10-10,0.758610887782503,0,2,3,4,0,"Slaskie",1,1,"cntrl",NA,63,0,0,1,1,1,0,0,1,"DK","none","none",1,NA,NA
"6073",487,6,4,2,NA,3,NA,NA,2.5,3,3,5,2,2015-10-10,0.832510653226062,0,1,1,3,0,"Wielkopolskie",1,1,"info",NA,71,0,0,NA,1,0,0,NA,NA,"DK","DK","DK",1,NA,NA
"6074",488,3,3,1,3,4,2,2,2.5,3,3,4,2,2015-10-10,0.641533510309663,0,3,1,3,0,"Wielkopolskie",1,1,"info",NA,56,0,0,0,1,1,0,1,0,"PiS","some","90/10",2,NA,NA
"6075",491,7,5,NA,3,3,NA,3,NA,4,3,3,2,2015-10-10,1.00035515364594,1,1,1,3,0,"Wielkopolskie",1,1,"Hungary",NA,59,0,0,0,1,1,0,NA,NA,"DK","big","some",1,NA,NA
"6076",492,2,2,1,NA,2,NA,NA,2.5,4,3,3,2,2015-10-10,0.677179132318586,1,4,1,2,1,"Wielkopolskie",1,2,"history",NA,54,0,0,0,1,0,1,0,1,"PO/PSL","none","some",2,NA,NA
"6077",493,5,5,NA,3,3,3,3,2.5,4,3,5,2,2015-10-10,0.726599142527788,1,2,1,NA,0,"Wielkopolskie",1,2,"history",NA,46,0,0,NA,1,0,1,NA,NA,"DK","none","none",1,NA,NA
"6078",494,2,2,2,NA,5,2,NA,4,3,3,5,2,2015-10-10,0.699151220804639,1,2,2,4,0,"Slaskie",1,1,"cntrl",2,80,0,0,3,0,1,0,NA,NA,"DK","big","90/10",2,NA,NA
"6079",498,3,3,NA,NA,4,NA,3,1,4,3,4,2,2015-10-10,1.84955343350159,1,1,2,3,0,"Lubelskie",0,2,"Hungary",1,51,0,0,0,1,0,1,0,0,"DK","some","some",1,NA,NA
"6080",500,2,2,2,2,4,2,3,4,3,3,2,3,2015-10-10,1.47284029939294,1,2,2,4,0,"Lubelskie",1,2,"Hungary",1,64,0,1,2,0,0,1,1,0,"PiS","big","90/10",2,NA,NA
"6081",503,2,2,2,4,5,4,4,2.5,4,3,3,3,2015-10-10,0.840116144612204,1,4,1,3,0,"Lubelskie",1,1,"info",4,58,0,0,-1,1,0,0,NA,NA,"DK","some","none",1,NA,NA
"6082",507,1,1,2,2,4,NA,3,2.5,1,3,3,4,2015-10-10,2.47805101296245,0,1,1,3,0,"Lubelskie",1,2,"info",1,53,0,0,3,0,0,1,1,0,"PiS","some","DK",2,NA,NA
"6083",511,3,3,NA,2,3,2,3,2.5,3,3,3,4,2015-10-10,1.22782915380828,0,2,2,2,0,"Lubelskie",1,2,"info",3,22,0,0,0,0,0,1,NA,NA,"other","none","90/10",2,NA,NA
"6084",514,6,2,2,3,3,3,3,2.5,3,3,4,3,2015-10-10,1.61948152568544,1,2,1,NA,0,"Mazowieckie",NA,2,"info",1,39,0,0,0,1,0,1,NA,NA,"DK","none","none",1,NA,NA
"6085",515,3,3,2,4,3,4,4,2.5,3,3,4,2,2015-10-10,1.14206333508728,0,1,1,3,0,"Mazowieckie",0,1,"cntrl",2,73,0,0,0,1,1,0,0,0,"NoVote","big","50/50",0,NA,NA
"6086",518,4,4,2,2,4,2,2,4,3,3,2,2,2015-10-10,1.14206333508728,0,1,1,3,0,"Mazowieckie",1,1,"history",3,70,0,0,3,1,1,0,0,1,"PiS","none","none",2,NA,NA
"6087",523,4,2,2,3,NA,NA,3,2,4,3,3,3,2015-10-10,0.782040812772466,1,4,2,3,1,"Podkarpackie",1,2,"Hungary",4,42,0,0,-3,1,0,1,0,1,"PO/PSL","none","DK",2,NA,NA
"6088",525,3,2,NA,2,3,3,2,2,4,4,3,4,2015-10-10,1.04964658799694,1,4,2,2,0,"Podkarpackie",1,2,"history",3,32,0,1,0,1,0,1,NA,NA,"PO/PSL","big","some",2,NA,NA
"6089",529,1,1,1,2,3,3,2,2,4,3,3,2,2015-10-10,0.860219767509433,0,4,2,2,1,"Podkarpackie",1,2,"info",5,49,0,0,0,0,0,1,0,1,"PO/PSL","none","none",2,NA,NA
"6090",532,3,3,2,2,5,3,2,2.5,4,4,3,2,2015-10-10,0.852708936335723,1,3,2,3,1,"Podkarpackie",NA,1,"info",1,22,0,0,2,1,0,1,NA,NA,"other","none","none",2,NA,NA
